,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Rpl11,7.90E-20,-0.262932416,0.353,0.436,2.10E-15
Rpl12,2.28E-19,-0.432069093,0.172,0.233,6.06E-15
Rpl13,8.32E-13,-0.205021194,0.362,0.426,2.21E-08
Rpl13a,1.72E-28,-0.497232733,0.194,0.274,4.56E-24
Rpl14,6.56E-12,-0.292781692,0.259,0.314,1.74E-07
Rpl15,0.201777163,-0.045135434,0.35,0.368,1
Rpl17,1.80E-07,-0.187379892,0.322,0.369,0.004779666
Rpl18,1.34E-20,-0.437009738,0.146,0.208,3.55E-16
Rpl18a,1.66E-10,-0.357794381,0.176,0.22,4.42E-06
Rpl19,2.90E-29,-0.354208593,0.381,0.481,7.71E-25
Rpl21,3.30E-12,-0.216091004,0.395,0.459,8.78E-08
Rpl22,1.09E-06,-0.143507466,0.224,0.263,0.028905338
Rpl22l1,7.82E-23,-0.393394295,0.24,0.317,2.08E-18
Rpl23,3.65E-16,-0.272250637,0.239,0.303,9.71E-12
Rpl23a,0.675797321,0.174160288,0.167,0.168,1
Rpl24,1.29E-14,-0.292174576,0.275,0.34,3.43E-10
Rpl26,6.48E-07,-0.121384801,0.255,0.299,0.017240153
Rpl27,0.02058166,-0.020748172,0.266,0.289,1
Rpl27a,2.03E-08,-0.150445195,0.473,0.531,0.000540791
Rpl28,1.69E-25,-0.411405352,0.235,0.315,4.49E-21
Rpl29,3.88E-17,-0.298486277,0.203,0.266,1.03E-12
Rpl3,6.33E-09,-0.16530347,0.311,0.364,0.000168297
Rpl30,3.91E-06,-0.151981,0.261,0.301,0.10382389
Rpl31,1.61E-23,-0.483440986,0.164,0.232,4.28E-19
Rpl32,1.71E-16,-0.259989098,0.193,0.255,4.53E-12
Rpl34,2.96E-21,-0.348553956,0.191,0.261,7.87E-17
Rpl35,1.86E-08,-0.284934188,0.137,0.172,0.000495785
Rpl35a,2.96E-11,-0.207020323,0.263,0.319,7.87E-07
Rpl36,2.67E-42,-0.49628218,0.285,0.396,7.11E-38
Rpl36a,4.90E-08,-0.428878009,0.087,0.115,0.001302922
Rpl36al,1.18E-18,-0.419118403,0.169,0.23,3.13E-14
Rpl37,4.45E-42,-0.423581496,0.283,0.397,1.18E-37
Rpl37a,2.88E-15,-0.228077273,0.319,0.39,7.65E-11
Rpl38,2.39E-40,-0.495683523,0.336,0.443,6.34E-36
Rpl39,1.17E-10,-0.377968201,0.141,0.182,3.11E-06
Rpl3l,0.055170339,-0.37639967,0.007,0.01,1
Rpl4,1.31E-12,-0.352863481,0.13,0.173,3.47E-08
Rpl41,1.26E-49,-0.480598731,0.361,0.485,3.35E-45
Rpl5,2.00E-12,-0.223264829,0.291,0.352,5.33E-08
Rpl6,0.055275408,-0.019738749,0.677,0.699,1
Rpl7,1.20E-09,-0.238680818,0.134,0.172,3.19E-05
Rpl7a,4.20E-12,-0.294276045,0.182,0.231,1.12E-07
Rpl7l1,0.027379451,0.047876276,0.233,0.255,1
Rpl8,1.14E-15,-0.305443921,0.267,0.332,3.02E-11
Rpl9,8.34E-32,-0.419255575,0.361,0.462,2.22E-27
Rpl9-ps6,3.79E-07,-1.271945191,0.006,0.015,0.010072185
Rplp0,4.33E-15,-0.485452799,0.077,0.117,1.15E-10
Rplp1,5.49E-08,-0.155589785,0.251,0.298,0.001458744
Rplp2,2.67E-14,-0.318039649,0.231,0.29,7.11E-10
Rpn1,2.17E-07,-0.227007405,0.156,0.19,0.005781536
Rpn2,0.000116297,-0.155221785,0.238,0.269,1
Rpp14,0.690833518,0.073555381,0.096,0.099,1
Rpp21,5.67E-07,-0.084569228,0.283,0.33,0.015079172
Rpp25,0.000642777,-0.674181214,0.006,0.011,1
Rpp25l,2.31E-06,-0.423221247,0.034,0.05,0.061529457
Rpp30,0.661506691,-0.007309114,0.166,0.17,1
Rpp38,0.230464155,0.019349581,0.081,0.086,1
Rpp40,0.065589758,-0.19951461,0.039,0.045,1
Rprd1a,5.89E-07,0.144696715,0.608,0.593,0.015671104
Rprd1b,0.055507626,0.143591436,0.346,0.342,1
Rprd2,0.018943954,0.103844736,0.591,0.592,1
Rprm,0.02369281,-0.279005717,0.01,0.014,1
Rprml,5.79E-12,-0.348166676,0.162,0.208,1.54E-07
Rps10,2.76E-17,-0.361197938,0.229,0.294,7.34E-13
Rps11,9.34E-12,-0.209416842,0.313,0.375,2.48E-07
Rps12,0.003022734,0.274433362,0.301,0.292,1
Rps13,1.24E-06,-0.144124043,0.388,0.436,0.032847955
