812,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cSCI
Malt1,0.00036196,0.355350976,0.317,0.241,1,-0.351713374
Atp9a,6.20E-09,0.355568435,0.835,0.722,0.000134559,0.359853882
Npr2,1.58E-06,0.356113829,0.274,0.178,0.034366258,0
Mecp2,4.23E-10,0.356295877,0.752,0.598,9.19E-06,0
Mtm1,1.90E-08,0.356325989,0.684,0.533,0.00041343,0
Catspere1,0.00014836,0.35652442,0.106,0.061,1,0.391381743
Dcaf13,6.20E-08,0.356688309,0.392,0.261,0.001345769,0
Ube2e1,1.00E-06,0.357134465,0.477,0.357,0.021733702,0
Ppip5k1,2.12E-13,0.357176603,0.915,0.837,4.60E-09,0
Ist1,7.63E-10,0.357181255,0.536,0.379,1.66E-05,0
Cfl1,0.000148953,0.357412393,0.403,0.313,1,0
Abcc1,5.87E-06,0.357569784,0.492,0.378,0.127442557,0
Ube2i,3.43E-09,0.357681987,0.465,0.313,7.44E-05,0
Ubp1,8.16E-14,0.357885367,0.781,0.603,1.77E-09,0
Nek9,7.55E-09,0.35795273,0.546,0.393,0.000163978,0.473516783
Atxn1l,1.01E-05,0.358067609,0.178,0.108,0.218245707,0.659552549
Nrg3,5.53E-56,0.358403754,1,1,1.20E-51,0
Mogs,0.070404406,0.358407642,0.054,0.037,1,0
Phlpp1,7.52E-16,0.358516906,0.903,0.829,1.63E-11,0
2610035D17Rik,1.06E-08,0.358655679,0.798,0.702,0.000230707,0
Emd,0.016451953,0.35871151,0.073,0.048,1,-0.421122764
Derl1,2.54E-07,0.358762552,0.23,0.138,0.005509638,0
Lgi3,0.000419282,0.358773389,0.274,0.206,1,0.86815042
Prdm10,1.07E-08,0.358976131,0.646,0.492,0.000232509,0.431118492
Taok1,9.44E-13,0.359134854,0.853,0.712,2.05E-08,0
Cyb5r4,1.44E-09,0.359169164,0.631,0.464,3.12E-05,0
Hdgfl2,1.31E-05,0.3591831,0.403,0.298,0.284027415,0
Spty2d1,0.003333957,0.359228975,0.083,0.051,1,0
Zfp791,0.024102859,0.359283524,0.063,0.041,1,0
Tsc1,1.04E-11,0.359763385,0.817,0.68,2.25E-07,0.404049197
Naa16,1.55E-08,0.360027405,0.593,0.44,0.000335541,0
Ralgps1,6.51E-17,0.360033618,0.933,0.839,1.41E-12,0
Vps51,0.070821838,0.360284346,0.076,0.057,1,0.801133267
Zfp664,4.50E-08,0.360489871,0.559,0.411,0.000976937,0
Klhl18,2.96E-08,0.360767551,0.437,0.303,0.000643309,0
Atg101,0.049961839,0.360824218,0.069,0.05,1,0
Zfp330,8.03E-05,0.360920498,0.173,0.11,1,0
Fam3a,1.19E-05,0.36155652,0.168,0.1,0.257489478,0
Grin3a,0.086254888,0.361584102,0.114,0.091,1,0
Gatb,0.000123725,0.362380697,0.196,0.13,1,0.375208389
Arap2,2.36E-11,0.36258576,0.941,0.868,5.12E-07,-0.483069112
Tmem265,7.45E-08,0.36264688,0.183,0.099,0.001617481,0
Zbtb7a,5.50E-08,0.362922503,0.37,0.246,0.001193104,0
Prkd2,0.001245586,0.363128734,0.115,0.074,1,0.515443152
Myo1c,4.68E-05,0.363234676,0.285,0.204,1,0
Pcnx2,3.42E-21,0.363560202,0.968,0.925,7.42E-17,0
Itsn2,9.60E-14,0.363717424,0.846,0.713,2.08E-09,0
Syt13,0.000147798,0.363898898,0.347,0.264,1,0.530321397
Myo9a,7.64E-25,0.364347383,0.975,0.936,1.66E-20,0
Cpeb3,0.001519714,0.364448469,0.979,0.977,1,0
Psmc4,1.74E-05,0.364477963,0.244,0.164,0.377914138,0
Zbtb17,8.98E-09,0.364696146,0.465,0.323,0.000194871,0
Sumo3,0.000401244,0.365001329,0.112,0.067,1,0.756044984
1700019A02Rik,0.045426836,0.36539386,0.055,0.037,1,0
Faf2,1.46E-11,0.365491393,0.604,0.428,3.17E-07,0
Washc5,9.95E-08,0.36601808,0.404,0.276,0.002158988,0
Pbrm1,9.71E-13,0.366368795,0.809,0.659,2.11E-08,0
Lmtk2,1.55E-11,0.366445342,0.887,0.803,3.37E-07,0
Acadvl,6.54E-06,0.366473589,0.179,0.107,0.142030875,0
Camsap1,1.85E-10,0.366918685,0.596,0.425,4.02E-06,0
Vrk3,0.000544111,0.36698521,0.124,0.079,1,0.742521828
E2f6,9.97E-06,0.367016224,0.269,0.183,0.216464834,0
Mast2,6.04E-14,0.367137711,0.895,0.804,1.31E-09,0.416767856
Dhx37,0.003158521,0.367312471,0.126,0.086,1,0
Ccdc88a,6.72E-28,0.367569603,0.983,0.943,1.46E-23,0
Dmtn,2.88E-10,0.36762136,0.675,0.5,6.26E-06,0.334419492
Bmpr2,2.05E-10,0.367761643,0.819,0.698,4.44E-06,0
Rdx,1.92E-08,0.368218423,0.335,0.215,0.000416329,0
Mettl1,1.63E-07,0.368486349,0.251,0.153,0.003530234,0
Zranb3,1.20E-05,0.368831475,0.32,0.227,0.260921085,0
Gipc1,0.000421534,0.3689321,0.175,0.118,1,0
Zfand2b,2.28E-09,0.369036016,0.523,0.366,4.95E-05,0
Trp53bp1,3.15E-09,0.369059912,0.695,0.567,6.84E-05,-0.372722074
Mrpl33,5.56E-06,0.369126124,0.269,0.18,0.12079756,0.39587251
Cyp4f16,0.001249764,0.369424554,0.133,0.088,1,-0.443941202
Kidins220,1.60E-21,0.369556825,0.974,0.936,3.47E-17,0
Csrnp2,2.18E-06,0.369779231,0.295,0.195,0.047422019,0
Adra1b,1.36E-05,0.36993486,0.372,0.277,0.295993479,0.626127493
Tfdp1,1.50E-09,0.370116289,0.505,0.345,3.25E-05,0
Zfyve1,5.39E-09,0.370359011,0.599,0.438,0.000117097,0.330196659
Txnl4a,0.003961066,0.370367651,0.068,0.04,1,0
Smg7,1.32E-11,0.370507979,0.778,0.632,2.86E-07,0
Smap2,2.15E-07,0.370687852,0.716,0.586,0.004676112,0
Kif5b,3.26E-10,0.370799819,0.791,0.656,7.09E-06,0
Tmco4,7.98E-05,0.370830042,0.212,0.146,1,-0.524402491
Psmd3,6.90E-07,0.370975094,0.339,0.229,0.014969811,0
Capza2,1.00E-09,0.371195394,0.477,0.318,2.17E-05,0
Ccp110,3.23E-06,0.371420607,0.207,0.128,0.070143418,0
Xpo1,1.70E-06,0.37144514,0.558,0.438,0.03699295,-0.580776035
Sgsm3,4.10E-11,0.37160264,0.658,0.487,8.90E-07,0
Fam110b,2.25E-06,0.371709027,0.752,0.679,0.048875256,0
Med25,1.10E-06,0.37191283,0.332,0.227,0.02380673,0.477639403
Hsbp1,1.19E-05,0.372394848,0.21,0.135,0.257638857,0
Stk10,5.60E-07,0.372731709,0.518,0.394,0.012147695,0
Crls1,8.35E-06,0.372901918,0.17,0.103,0.181231154,0
Pcdh9,2.43E-35,0.372968685,1,0.999,5.28E-31,0
Arvcf,1.83E-05,0.373000834,0.34,0.248,0.397690739,0.543839415
Sult4a1,2.86E-07,0.373158604,0.35,0.236,0.00620268,0
Sprtn,0.000645734,0.373200168,0.134,0.087,1,0
Fgf12,1.12E-22,0.373247816,1,1,2.44E-18,0
Rian,2.85E-49,0.373273295,0.999,0.999,6.18E-45,-0.334724425
Fut10,0.005688128,0.373544445,0.117,0.081,1,0.875419393
Atg7,2.92E-08,0.373599641,0.535,0.401,0.000633611,0.462808321
Aspscr1,8.34E-07,0.373767216,0.212,0.128,0.018109846,0
Sil1,4.91E-07,0.37379331,0.59,0.468,0.010649296,0
Dync2h1,5.70E-10,0.37384225,0.806,0.668,1.24E-05,0
Prdm2,2.60E-09,0.374056977,0.63,0.487,5.65E-05,0
Jph3,6.05E-08,0.374212656,0.437,0.312,0.001312635,0.43973186
Dmwd,4.91E-06,0.37423974,0.207,0.129,0.106546653,-0.408104695
Fam184a,4.41E-08,0.374406746,0.737,0.623,0.000956975,0
Grk6,1.81E-06,0.374478751,0.403,0.287,0.039322596,0
Slitrk4,1.15E-05,0.374662226,0.265,0.18,0.250334863,0
Tep1,0.000118408,0.374829265,0.12,0.07,1,-0.60938319
Cct2,4.64E-05,0.374951419,0.231,0.156,1,0
Nsd3,2.43E-23,0.37511329,0.97,0.929,5.28E-19,0
Dgkh,6.61E-22,0.375120932,0.981,0.921,1.43E-17,-0.357515556
Sgpp2,6.57E-07,0.375279841,0.825,0.767,0.014257464,0
Usp6nl,0.00021112,0.375470662,0.137,0.086,1,0
Amy1,4.13E-08,0.375581918,0.618,0.479,0.000896195,0.472127956
Ndrg4,1.61E-08,0.37576482,0.711,0.544,0.00034903,0
Lrguk,4.82E-05,0.375995219,0.118,0.066,1,0.416313487
Sun2,0.000355091,0.376029381,0.151,0.098,1,0.394059885
Tmem9b,3.43E-06,0.376043531,0.204,0.126,0.074556443,0
Stk32c,1.59E-09,0.376100701,0.617,0.455,3.44E-05,0
Dffa,1.21E-09,0.376171023,0.415,0.274,2.63E-05,0
Fam222b,2.86E-12,0.376526678,0.773,0.597,6.21E-08,0
Ogfod1,2.20E-11,0.377024791,0.606,0.427,4.78E-07,0
Gnas,2.77E-12,0.377080753,0.816,0.675,6.00E-08,0
Brwd1,5.68E-17,0.377228269,0.926,0.829,1.23E-12,0
Slc22a15,0.001818633,0.377304169,0.196,0.144,1,0
Rhot2,4.94E-07,0.377355718,0.335,0.224,0.010727321,0
Ddhd1,2.07E-12,0.37739367,0.77,0.604,4.48E-08,-0.483091163
Armc7,0.02484354,0.377696925,0.08,0.056,1,0.613038037
Lsm4,0.018270698,0.37821187,0.07,0.047,1,0.521409241
Hspa4,0.001500982,0.378475226,0.75,0.673,1,-0.326969371
Ctu2,2.89E-06,0.378564415,0.153,0.086,0.062747077,0
Hnrnpul1,1.67E-07,0.378924376,0.437,0.31,0.003631822,0
Rap2c,0.000224906,0.379029523,0.109,0.064,1,-0.381371247
Tom1l1,1.06E-06,0.379599168,0.358,0.25,0.023031085,0.464300838
Fdft1,7.10E-08,0.379606868,0.515,0.384,0.001541085,0
Clptm1l,0.001762612,0.3799653,0.113,0.074,1,0
Sec24a,1.46E-06,0.379988777,0.735,0.63,0.031647828,0
Rtel1,1.31E-05,0.380139746,0.204,0.13,0.284315046,0
Csgalnact2,5.68E-08,0.380250801,0.353,0.234,0.001232579,0
Kif1bp,1.41E-11,0.380262311,0.412,0.253,3.05E-07,0.619217384
Ap3b2,4.11E-10,0.380294025,0.782,0.624,8.91E-06,0.39581172
1300002E11Rik,0.006689143,0.380585794,0.077,0.049,1,0.775695058
Sorbs1,1.29E-15,0.38089879,0.99,0.972,2.81E-11,0
Zfp758,0.000476864,0.38091148,0.101,0.059,1,0
Ssh3,0.003685874,0.381096412,0.111,0.074,1,-0.759738735
Prrc2a,6.80E-09,0.381126076,0.298,0.181,0.000147587,0
Snx30,2.60E-09,0.381227448,0.713,0.587,5.64E-05,0
Uhrf1bp1,4.43E-08,0.381243202,0.321,0.205,0.000961199,0.410181658
Bclaf3,7.29E-08,0.381308551,0.478,0.348,0.001581958,0
Mvd,0.088480021,0.381610214,0.057,0.041,1,-1.144693903
Plk4,0.000250454,0.381763111,0.156,0.101,1,0
Csnk1d,3.18E-08,0.381951409,0.437,0.305,0.000690008,0
Cul4b,4.90E-08,0.382029866,0.202,0.112,0.001063424,0
Kcnab3,0.008530456,0.382135217,0.08,0.052,1,0
Pgk1,4.51E-08,0.38236319,0.351,0.232,0.000979746,0
Ap4e1,5.27E-09,0.382654581,0.408,0.267,0.000114471,0
Aldoa,5.57E-11,0.383215475,0.522,0.345,1.21E-06,0.548883093
Tsta3,1.77E-07,0.383338699,0.212,0.124,0.003832995,0
Chpf,0.001347558,0.383342843,0.067,0.037,1,0
Ntrk2,8.00E-31,0.383430815,0.997,0.99,1.74E-26,0
Fbxo34,1.13E-11,0.383486799,0.817,0.706,2.46E-07,0
Snph,1.46E-23,0.383495029,0.962,0.913,3.16E-19,0
Sft2d1,2.57E-08,0.383699475,0.394,0.262,0.00055743,0
Trank1,1.09E-14,0.383904067,0.893,0.806,2.37E-10,0
Dcdc2c,0.007049428,0.383963075,0.098,0.066,1,0.404496282
Zkscan6,0.000120972,0.384111163,0.147,0.092,1,0
Mphosph8,1.01E-09,0.384208391,0.636,0.49,2.18E-05,0
Sdhaf3,2.18E-06,0.384349032,0.4,0.295,0.047246619,0
Git2,5.70E-08,0.384423525,0.516,0.388,0.00123745,0
Ier5,8.86E-05,0.38459393,0.141,0.086,1,-0.321558465
Morc3,6.20E-09,0.384688312,0.365,0.233,0.000134638,0
Cacna1c,2.55E-15,0.384808896,0.962,0.932,5.54E-11,0
Dclk2,5.75E-10,0.385008471,0.732,0.598,1.25E-05,0
Parp8,4.62E-11,0.38507535,0.831,0.743,1.00E-06,0
Prex1,1.41E-06,0.385661157,0.421,0.305,0.030696491,0
Cox19,8.66E-10,0.385754375,0.354,0.219,1.88E-05,0
9330188P03Rik,0.004434792,0.386044369,0.077,0.047,1,-0.841329545
Sgip1,8.17E-28,0.386118463,0.993,0.979,1.77E-23,0
Zfp281,0.00036525,0.386118607,0.133,0.084,1,0
Ddx56,0.00016743,0.386814555,0.097,0.054,1,0.334788776
Osbpl10,1.90E-14,0.387095381,0.893,0.779,4.13E-10,0
Spry2,3.54E-08,0.387099548,0.384,0.257,0.000768258,-0.54067422
Vmn2r86,4.38E-05,0.387137546,0.155,0.095,0.94994776,0.51706997
Inpp5e,0.076486048,0.387243343,0.074,0.055,1,0
Dscam,1.81E-20,0.38753834,0.999,0.995,3.93E-16,0
Chordc1,1.25E-10,0.387681251,0.602,0.438,2.70E-06,0
C530008M17Rik,0.000637491,0.387725048,0.227,0.165,1,-1.003944101
Wdr45,4.17E-07,0.388057899,0.253,0.157,0.009053132,0.733989897
Coro1a,1.57E-06,0.388324367,0.216,0.134,0.034145647,-0.371403187
Gpr176,2.66E-08,0.388382939,0.378,0.253,0.000576595,-0.468214764
Ppp2r2d,1.34E-10,0.389068232,0.497,0.332,2.90E-06,0
Fermt2,1.58E-10,0.38978631,0.647,0.483,3.43E-06,0
Pik3r2,7.13E-09,0.389995368,0.261,0.152,0.000154829,0
Mgat5,2.05E-08,0.390089088,0.739,0.605,0.000444241,0
Rps19bp1,0.036167874,0.390273807,0.054,0.035,1,-0.435468554
Satb1,5.15E-08,0.390378302,0.773,0.683,0.001117469,0
Ctif,1.24E-11,0.390397914,0.861,0.752,2.70E-07,0
Cap1,1.55E-11,0.390436839,0.722,0.581,3.37E-07,-0.578836546
Nlk,2.99E-25,0.390647909,0.978,0.967,6.49E-21,0
Map7d2,3.98E-17,0.390927363,0.878,0.757,8.64E-13,0
Efcab5,1.77E-06,0.391040866,0.275,0.183,0.038479445,0
B4galt5,1.60E-10,0.391082413,0.58,0.414,3.47E-06,0
Dgkd,5.94E-17,0.391301242,0.874,0.741,1.29E-12,0.36555456
Ice1,5.16E-16,0.391488381,0.864,0.707,1.12E-11,0
Ehmt2,5.26E-06,0.391950745,0.301,0.204,0.114071898,0.358167816
Pde9a,0.016422136,0.39211379,0.396,0.344,1,0
Dgcr2,2.91E-07,0.392746514,0.429,0.306,0.006317767,0
Dync1h1,3.34E-11,0.392875995,0.93,0.883,7.25E-07,0
Klhdc4,3.33E-06,0.393008391,0.207,0.127,0.072335126,0
Fbxl19,9.13E-06,0.393010469,0.283,0.194,0.19812888,0
Man2a1,3.29E-08,0.39340506,0.78,0.653,0.000715156,-1.404673138
7-Mar,3.64E-12,0.393407708,0.683,0.504,7.89E-08,0
Atp6v0a1,4.47E-32,0.393745882,0.99,0.957,9.70E-28,0
Mtpn,1.02E-07,0.394100542,0.407,0.282,0.002214688,0
Sugt1,2.72E-11,0.394119882,0.512,0.335,5.90E-07,0
Dnajc10,1.05E-07,0.394164688,0.535,0.397,0.002288484,0
Tbce,2.60E-12,0.3943195,0.792,0.632,5.65E-08,0.324847016
Nos1ap,1.98E-47,0.395061602,1,0.999,4.30E-43,0
Fbxl16,5.80E-08,0.395072235,0.411,0.284,0.001257987,0
Virma,4.03E-09,0.395294264,0.669,0.524,8.74E-05,0
Focad,9.90E-29,0.395348049,0.987,0.972,2.15E-24,0
Dazap2,0.000475273,0.395373715,0.128,0.081,1,0
Tfip11,0.021798473,0.395415215,0.075,0.051,1,0
Scyl1,0.001510345,0.395519465,0.168,0.118,1,0
Dlgap3,1.30E-11,0.395663907,0.817,0.702,2.82E-07,0
Pex1,2.19E-11,0.395664557,0.489,0.318,4.75E-07,0
Ermard,5.79E-06,0.395887985,0.25,0.165,0.125735483,0.669953148
Sh2b3,0.000116078,0.396369027,0.118,0.069,1,0.45739386
Npepps,3.66E-18,0.396562515,0.902,0.805,7.95E-14,0
2810403D21Rik,0.006385744,0.396633792,0.174,0.13,1,0
Psmd12,1.99E-09,0.396995061,0.512,0.363,4.32E-05,0
Brms1l,5.28E-10,0.397129216,0.57,0.414,1.15E-05,0
Atp1b1,3.01E-23,0.397221211,0.963,0.89,6.53E-19,0
Myl12b,4.20E-08,0.397404247,0.539,0.402,0.000911664,0
Fbf1,8.35E-07,0.397675434,0.418,0.298,0.018115347,0
Wdr45b,3.91E-09,0.397691012,0.514,0.372,8.48E-05,0
Stk24,8.57E-09,0.397809305,0.453,0.308,0.000185985,0
Pmm2,1.63E-07,0.398267654,0.306,0.199,0.003540573,0.448817448
Lurap1l,0.110197313,0.398494489,0.294,0.264,1,0
Ddr1,2.55E-06,0.398739893,0.219,0.137,0.055382703,0.68567946
Ube3b,1.29E-09,0.398758822,0.464,0.316,2.80E-05,0
Dcun1d3,1.62E-07,0.399129095,0.467,0.336,0.003520508,0
Clmp,0.006371779,0.399259731,0.407,0.347,1,0
Morf4l1,3.13E-11,0.399642317,0.752,0.59,6.80E-07,0
Tbc1d22b,5.11E-09,0.39973808,0.474,0.327,0.000110866,0
Hnrnpm,7.74E-12,0.399870814,0.799,0.66,1.68E-07,0
Dennd2a,1.50E-06,0.400294292,0.394,0.284,0.032556804,0.495760188
11-Sep,7.32E-20,0.40041819,0.943,0.873,1.59E-15,0
Mirg,4.80E-19,0.400576076,0.949,0.882,1.04E-14,0
Tmem248,4.15E-07,0.400635702,0.313,0.207,0.009018775,0.365512238
Pitpnc1,0.063198198,0.400734529,0.568,0.523,1,-0.683350116
Grik1,0.00018788,0.400844818,0.089,0.05,1,0.541590086
Ppargc1b,1.04E-08,0.400859457,0.778,0.662,0.000224856,0
Stk16,8.50E-06,0.400871439,0.147,0.085,0.184416825,0.391261089
Ears2,0.030857406,0.40106468,0.086,0.062,1,0.322564607
Ap1g2,0.012008125,0.401191383,0.051,0.03,1,-0.371573889
Apba1,1.45E-16,0.401786319,0.949,0.921,3.14E-12,-0.893583324
Stk11,1.55E-06,0.401988093,0.184,0.108,0.033664135,0
Smim10l1,0.000129622,0.402045755,0.178,0.117,1,0
Csdc2,4.48E-05,0.402220061,0.272,0.194,0.972932245,0
Nipa2,3.37E-08,0.402469424,0.491,0.365,0.000731372,-0.369902823
Cops3,1.92E-10,0.402550689,0.46,0.297,4.18E-06,0.362329883
Usp40,3.15E-11,0.402718198,0.699,0.535,6.83E-07,0.337324065
Apba2,1.47E-16,0.402725222,0.972,0.959,3.20E-12,0
Eif2s3x,9.74E-07,0.402921539,0.333,0.228,0.02115272,0
Tor1aip1,1.08E-05,0.403194668,0.261,0.176,0.233618783,0
Arrb1,2.90E-07,0.403298858,0.401,0.28,0.006293089,0
Dync1li2,6.30E-14,0.40333739,0.787,0.633,1.37E-09,0.602671476
Aftph,6.91E-11,0.40407566,0.717,0.575,1.50E-06,0
Nemf,5.61E-12,0.404166391,0.759,0.583,1.22E-07,0
Bmi1,0.002616232,0.404406526,0.06,0.033,1,0
Rab15,1.09E-06,0.404442274,0.301,0.202,0.023622132,0.493051057
Smarcal1,5.09E-07,0.404542057,0.295,0.194,0.011057648,0.594095449
Ank3,5.77E-59,0.404844901,1,0.999,1.25E-54,0
Terf2,9.31E-10,0.404905011,0.423,0.284,2.02E-05,0
Zfp335os,6.33E-10,0.404968619,0.337,0.204,1.37E-05,0.452255907
Sbno1,7.48E-16,0.40524147,0.857,0.708,1.62E-11,0
Borcs8,0.000157375,0.405271388,0.097,0.054,1,0
Cntfr,1.04E-08,0.405307708,0.504,0.365,0.000225679,0
Plec,8.08E-08,0.40532264,0.669,0.54,0.001753073,0
Gnl1,5.29E-06,0.405718419,0.169,0.099,0.114869223,-0.730560479
Arhgef10l,3.68E-10,0.406053188,0.651,0.494,7.99E-06,0.879434902
Egln2,0.003295558,0.406061776,0.112,0.075,1,0
AB124611,0.024735103,0.406330982,0.057,0.037,1,0
Erlin1,3.70E-09,0.406403366,0.489,0.34,8.03E-05,0
Rictor,8.83E-12,0.406587208,0.727,0.564,1.92E-07,0
5-Mar,6.02E-10,0.406668142,0.404,0.262,1.31E-05,0
Me3,9.76E-13,0.406776864,0.939,0.909,2.12E-08,0
Srebf1,0.045598498,0.407369078,0.054,0.036,1,0.546800982
Ccdc62,1.96E-05,0.407475071,0.166,0.102,0.424898623,0
Nol10,2.81E-10,0.407510149,0.52,0.357,6.11E-06,0
Pik3ca,1.12E-11,0.407812985,0.752,0.631,2.44E-07,0
Mbtd1,2.70E-17,0.407824411,0.889,0.782,5.85E-13,0
Gne,0.000341796,0.407832431,0.225,0.16,1,0
Prkag1,3.18E-09,0.407837687,0.507,0.361,6.91E-05,0
Fnbp1l,2.90E-29,0.408595118,0.963,0.915,6.30E-25,-0.388314085
Nup155,6.85E-06,0.408965576,0.282,0.192,0.148724366,0
Ap1ar,3.62E-10,0.409062568,0.568,0.412,7.85E-06,0
Lrrc59,1.52E-06,0.409065882,0.187,0.11,0.032941919,0
Mrpl53,0.005204558,0.409148873,0.112,0.076,1,-0.363063055
Arfip2,2.88E-06,0.410050428,0.226,0.144,0.062445399,0
Armh3,7.88E-15,0.410119754,0.818,0.647,1.71E-10,0
Necap1,1.37E-07,0.410169313,0.259,0.161,0.002972369,0
Inha,5.89E-07,0.410273098,0.235,0.146,0.012788928,0
5430416N02Rik,0.0009396,0.410331869,0.106,0.066,1,0
Ankrd17,6.76E-37,0.410401704,0.982,0.938,1.47E-32,0
Abcc8,4.59E-09,0.410452712,0.409,0.273,9.96E-05,0.332914904
Lmo1,0.014323193,0.410515727,0.063,0.04,1,-0.431798966
Tmem33,1.59E-05,0.410531419,0.201,0.129,0.345859344,0
Ppp2r5b,4.25E-08,0.410886097,0.249,0.147,0.000923021,0.512845614
Thpo,1.77E-05,0.411318686,0.177,0.11,0.385052306,0
Sptbn1,3.87E-37,0.411458668,0.992,0.97,8.40E-33,0
Ube2v1,5.90E-08,0.412350098,0.268,0.163,0.001281583,0
Meg3,3.25E-148,0.412439416,1,1,7.06E-144,0
Sap30bp,4.29E-10,0.412482484,0.468,0.322,9.32E-06,0.4555599
Celf1,3.49E-22,0.412490612,0.944,0.873,7.58E-18,0
Opa3,2.39E-06,0.412645233,0.28,0.188,0.05192713,0
Bckdhb,1.19E-10,0.412744608,0.834,0.726,2.59E-06,-0.412529521
Cgref1,0.000355532,0.413033578,0.114,0.069,1,0.40320189
Msi2,3.08E-20,0.413181174,0.936,0.815,6.69E-16,0
Poc1a,0.000177123,0.413353509,0.198,0.136,1,0
Pkd2,5.45E-09,0.413473093,0.427,0.296,0.000118281,0
Ppp2r1b,2.17E-06,0.41355212,0.307,0.209,0.047171646,0
Slc4a7,3.00E-09,0.413680717,0.651,0.508,6.52E-05,0
Tmem181a,6.75E-12,0.413806446,0.722,0.55,1.46E-07,0
H2afy,6.42E-09,0.414111687,0.415,0.279,0.00013927,0
Rab8a,7.74E-06,0.414560072,0.165,0.098,0.16794354,0
Kitl,0.048206814,0.41513885,0.143,0.113,1,0.907245004
Sorcs2,7.32E-07,0.415184744,0.904,0.888,0.015886942,0
Arhgap33,6.98E-08,0.415356501,0.276,0.168,0.001514509,0
Ranbp9,1.27E-17,0.415502644,0.911,0.81,2.75E-13,0
Atg3,1.07E-10,0.41579488,0.531,0.373,2.32E-06,0
Sugp2,3.17E-12,0.416157332,0.687,0.511,6.89E-08,0
Zfyve27,6.12E-14,0.416179882,0.564,0.368,1.33E-09,0
Fzr1,4.92E-06,0.416218469,0.165,0.097,0.106839412,0.820552637
D930007P13Rik,0.006419712,0.416298449,0.074,0.046,1,0
Zfyve28,5.79E-10,0.416307107,0.857,0.803,1.26E-05,0
Clasp1,9.58E-22,0.416624134,0.954,0.878,2.08E-17,0
Pdcd6ip,9.69E-10,0.416682843,0.469,0.323,2.10E-05,0
Shc2,1.72E-09,0.4167293,0.378,0.239,3.74E-05,0.830895202
Ergic1,2.28E-10,0.416779305,0.722,0.588,4.94E-06,0.456466081
Setd1a,2.79E-11,0.41688526,0.503,0.333,6.06E-07,0
Rbpj,2.14E-08,0.417140897,0.517,0.376,0.000465437,-0.669740249
Dpysl2,5.85E-20,0.417158952,0.896,0.805,1.27E-15,0
Rnf24,5.79E-09,0.417317203,0.603,0.465,0.000125604,-0.327534613
Mpp2,6.20E-08,0.41780313,0.429,0.303,0.001346562,0
Ercc3,2.98E-05,0.418219107,0.199,0.13,0.645974751,0
Morc4,1.53E-07,0.418261448,0.27,0.168,0.003322792,-0.366511982
Eqtn,1.39E-09,0.418457953,0.303,0.18,3.02E-05,0
Bcl2l2,5.73E-06,0.418681024,0.106,0.053,0.124437918,0
Eif4e2,6.10E-11,0.418825923,0.475,0.316,1.32E-06,0
Ccl27a,1.21E-10,0.419016427,0.418,0.267,2.62E-06,0
Cdc34,0.003195034,0.419215284,0.055,0.03,1,-0.600200609
Wscd2,3.65E-05,0.419340625,0.606,0.535,0.792361124,1.067876397
Pepd,5.79E-09,0.419401201,0.4,0.266,0.000125578,0
Tom1l2,3.75E-19,0.419457994,0.913,0.818,8.15E-15,0.340327658
Itga6,0.002984877,0.419520323,0.101,0.065,1,0
Zfp444,1.48E-08,0.419584561,0.347,0.226,0.000320871,0
Ptpn11,8.69E-14,0.419666228,0.731,0.566,1.89E-09,0
Fbxw8,3.46E-11,0.420043405,0.617,0.442,7.51E-07,0
Sema6a,0.000415834,0.420064014,0.118,0.073,1,-0.495784471
Ipo9,3.27E-08,0.421093603,0.489,0.36,0.000710407,0
Cdc42,1.98E-15,0.421122964,0.8,0.651,4.31E-11,0
Mnat1,2.40E-07,0.421518116,0.749,0.646,0.005219745,0
Cbx7,0.002629248,0.422059991,0.143,0.098,1,0.501391984
Parva,5.41E-05,0.422166645,0.219,0.149,1,0
Acvr1,1.74E-12,0.422192931,0.751,0.597,3.78E-08,-0.509142329
Ago2,8.00E-10,0.422881452,0.561,0.402,1.74E-05,0
Dyrk1a,8.40E-17,0.423158516,0.834,0.653,1.82E-12,0
Col4a2,1.15E-11,0.423186458,0.761,0.622,2.50E-07,0
Arsg,1.61E-07,0.423951339,0.212,0.123,0.003499291,0
Hells,3.33E-05,0.424027193,0.142,0.084,0.72259315,0
Mtor,2.26E-11,0.424047759,0.63,0.455,4.90E-07,0
Ppil4,1.26E-10,0.424533329,0.589,0.431,2.74E-06,0
4930593A02Rik,0.011107441,0.424655962,0.165,0.125,1,-0.44153291
Rab39b,6.61E-05,0.425037596,0.136,0.082,1,0.399415307
Nup54,3.85E-07,0.425038429,0.279,0.18,0.008352902,0
Trappc9,1.23E-13,0.425138494,0.851,0.7,2.66E-09,0
Ccnk,2.07E-08,0.425247193,0.33,0.212,0.000449876,0
Pinx1,8.75E-09,0.425520558,0.372,0.24,0.000189833,0
Dtx2,1.57E-06,0.426007047,0.18,0.105,0.033993474,0
Stip1,0.000111502,0.426153409,0.382,0.295,1,0
Pcdhga12,0.000150032,0.426330455,0.133,0.081,1,0
Igdcc4,4.12E-05,0.426570281,0.25,0.173,0.894434204,0
Ccdc25,7.73E-10,0.426668386,0.355,0.226,1.68E-05,0
Dhx32,4.61E-11,0.426696759,0.573,0.412,1.00E-06,0.34428215
